"","CHR","start","end","BinFilterFlag","GC","exondensity","FRS"
"chr13_1394","chr13",69700001,69750000,1,0.329,0,0.162544517837269
"chr13_1395","chr13",69750001,69800000,1,0.342,0,0.166393538004112
"chr13_1396","chr13",69800001,69850000,1,0.341,0,0.169517985917741
"chr13_1397","chr13",69850001,69900000,1,0.325,0,0.156474723297018
"chr13_1398","chr13",69900001,69950000,1,0.333,0,0.163175824770801
"chr13_1399","chr13",69950001,70000000,1,0.352,0,0.166613870525053
"chr13_1400","chr13",70000001,70050000,1,0.34,0,0.166161214509852
"chr13_1401","chr13",70050001,70100000,1,0.364,0,0.166052217179837
"chr13_1402","chr13",70100001,70150000,1,0.345,0,0.158679204878432
"chr13_1403","chr13",70150001,70200000,1,0.364,0,0.167370032166455
"chr13_1404","chr13",70200001,70250000,1,0.356,0,0.16731325239648
"chr13_1405","chr13",70250001,70300000,1,0.329,3,0.15835109771213
"chr13_1406","chr13",70300001,70350000,1,0.341,1,0.162523465165973
"chr13_1407","chr13",70350001,70400000,1,0.359,1,0.1672435022702
"chr13_1408","chr13",70400001,70450000,1,0.33,1,0.157092058022797
"chr13_1409","chr13",70450001,70500000,1,0.354,1,0.159632549710662
"chr13_1410","chr13",70500001,70550000,1,0.319,3,0.161813451256079
"chr13_1411","chr13",70550001,70600000,1,0.336,0,0.162122790642866
"chr13_1412","chr13",70600001,70650000,1,0.345,0,0.166776314393568
"chr13_1413","chr13",70650001,70700000,1,0.341,3,0.157047255425401
"chr13_1414","chr13",70700001,70750000,1,0.346,3,0.164884695717983
"chr13_1415","chr13",70750001,70800000,1,0.339,0,0.164286974030029
"chr13_1416","chr13",70800001,70850000,1,0.343,0,0.160257760447211
"chr13_1417","chr13",70850001,70900000,1,0.362,0,0.161880074304735
"chr13_1418","chr13",70900001,70950000,1,0.342,0,0.159142772014781
"chr13_1419","chr13",70950001,71000000,1,0.341,0,0.162934397316241
"chr13_1420","chr13",71000001,71050000,1,0.35,0,0.163416699876806
"chr13_1421","chr13",71050001,71100000,1,0.352,0,0.161338080675019
"chr13_1422","chr13",71100001,71150000,1,0.343,0,0.158078144868408
"chr13_1423","chr13",71150001,71200000,1,0.329,0,0.155036073428216
"chr13_1424","chr13",71200001,71250000,1,0.337,0,0.16393696826211
"chr13_1425","chr13",71250001,71300000,1,0.339,1,0.168633828741961
"chr13_1426","chr13",71300001,71350000,0,0.332,0,0.162983498076871
"chr13_1427","chr13",71350001,71400000,1,0.339,0,0.163848030792746
"chr13_1428","chr13",71400001,71450000,1,0.352,0,0.167681768940465
"chr13_1429","chr13",71450001,71500000,1,0.338,0,0.163764368249587
"chr13_1430","chr13",71500001,71550000,1,0.335,0,0.160542834939093
"chr13_1431","chr13",71550001,71600000,1,0.34,0,0.159348444490979
"chr13_1432","chr13",71600001,71650000,1,0.37,0,0.169732466832296
"chr13_1433","chr13",71650001,71700000,1,0.344,0,0.163379433795402
"chr13_1434","chr13",71700001,71750000,1,0.345,0,0.159641140041317
"chr13_1435","chr13",71750001,71800000,1,0.358,0,0.163544628120883
"chr13_1436","chr13",71800001,71850000,1,0.333,0,0.161174017873426
"chr13_1437","chr13",71850001,71900000,1,0.359,0,0.168775216193773
"chr13_1438","chr13",71900001,71950000,1,0.343,0,0.16491634204421
"chr13_1439","chr13",71950001,72000000,1,0.35,0,0.168763709133861
"chr13_1440","chr13",72000001,72050000,1,0.343,3,0.159716279649644
"chr13_1441","chr13",72050001,72100000,1,0.335,2,0.169564496326282
"chr13_1442","chr13",72100001,72150000,1,0.317,3,0.164785746704953
"chr13_1443","chr13",72150001,72200000,1,0.327,0,0.164843064159303
"chr13_1444","chr13",72200001,72250000,1,0.347,1,0.166822111257944
"chr13_1445","chr13",72250001,72300000,1,0.342,1,0.165492745572796
"chr13_1446","chr13",72300001,72350000,1,0.346,0,0.172067703368429
"chr13_1447","chr13",72350001,72400000,1,0.346,0,0.174854624380281
"chr13_1448","chr13",72400001,72450000,1,0.361,1,0.170143968696986
"chr13_1449","chr13",72450001,72500000,1,0.359,0,0.169899114099708
"chr13_1450","chr13",72500001,72550000,1,0.353,0,0.168973108245862
"chr13_1451","chr13",72550001,72600000,1,0.376,0,0.167594923360997
"chr13_1452","chr13",72600001,72650000,1,0.363,0,0.169349355595224
"chr13_1453","chr13",72650001,72700000,1,0.364,0,0.172131778789721
"chr13_1454","chr13",72700001,72750000,1,0.362,0,0.170843451732075
"chr13_1455","chr13",72750001,72800000,1,0.371,0,0.169065863935431
"chr13_1456","chr13",72800001,72850000,1,0.365,0,0.168896667922689
"chr13_1457","chr13",72850001,72900000,1,0.355,0,0.162789949201703
"chr13_1458","chr13",72900001,72950000,1,0.363,0,0.166039342855236
"chr13_1459","chr13",72950001,73000000,1,0.359,0,0.161886108502546
"chr13_1460","chr13",73000001,73050000,1,0.37,1,0.163809109364948
"chr13_1461","chr13",73050001,73100000,1,0.367,0,0.162620707288164
"chr13_1462","chr13",73100001,73150000,1,0.387,0,0.169669399657814
"chr13_1463","chr13",73150001,73200000,1,0.372,1,0.165574104948092
"chr13_1464","chr13",73200001,73250000,1,0.376,0,0.177758067528241
"chr13_1465","chr13",73250001,73300000,1,0.386,2,0.180229060672826
"chr13_1466","chr13",73300001,73350000,1,0.369,31,0.177312748346686
"chr13_1467","chr13",73350001,73400000,1,0.371,12,0.184730412808979
"chr13_1468","chr13",73400001,73450000,1,0.364,4,0.174748135979629
"chr13_1469","chr13",73450001,73500000,1,0.355,4,0.175977903893829
"chr13_1470","chr13",73500001,73550000,1,0.373,3,0.176602875887713
"chr13_1471","chr13",73550001,73600000,1,0.397,2,0.177043387004119
"chr13_1472","chr13",73600001,73650000,1,0.411,5,0.173144871596677
"chr13_1473","chr13",73650001,73700000,1,0.414,0,0.166839278585934
"chr13_1474","chr13",73700001,73750000,1,0.417,0,0.168338203049974
"chr13_1475","chr13",73750001,73800000,1,0.403,0,0.165176036066119
"chr13_1476","chr13",73800001,73850000,1,0.403,0,0.175994274282707
"chr13_1477","chr13",73850001,73900000,1,0.374,0,0.166951986719144
"chr13_1478","chr13",73900001,73950000,1,0.38,0,0.166086462719124
"chr13_1479","chr13",73950001,74000000,1,0.392,0,0.167437253448397
"chr13_1480","chr13",74000001,74050000,1,0.398,0,0.171385232918561
"chr13_1481","chr13",74050001,74100000,1,0.388,0,0.16221439791188
"chr13_1482","chr13",74100001,74150000,1,0.394,0,0.165647688354434
"chr13_1483","chr13",74150001,74200000,1,0.386,0,0.163057552506778
"chr13_1484","chr13",74200001,74250000,1,0.412,0,0.169976480994185
"chr13_1485","chr13",74250001,74300000,1,0.383,2,0.17508218690251
"chr13_1486","chr13",74300001,74350000,1,0.386,1,0.174258801175823
"chr13_1487","chr13",74350001,74400000,1,0.384,2,0.170155063379552
"chr13_1488","chr13",74400001,74450000,1,0.362,1,0.16473790939702
"chr13_1489","chr13",74450001,74500000,1,0.372,0,0.16889956079544
"chr13_1490","chr13",74500001,74550000,1,0.373,1,0.172406396549178
"chr13_1491","chr13",74550001,74600000,1,0.372,1,0.170510106300843
"chr13_1492","chr13",74600001,74650000,1,0.376,1,0.173593136337175
"chr13_1493","chr13",74650001,74700000,1,0.365,0,0.172559355291366
"chr13_1494","chr13",74700001,74750000,1,0.402,2,0.168220259084363
"chr13_1495","chr13",74750001,74800000,1,0.375,1,0.163256455266042
"chr13_1496","chr13",74800001,74850000,1,0.384,2,0.171618401225164
"chr13_1497","chr13",74850001,74900000,1,0.377,0,0.168870811544353
"chr13_1498","chr13",74900001,74950000,1,0.372,0,0.168040987226622
"chr13_1499","chr13",74950001,75000000,1,0.372,2,0.167607101800487
"chr13_1500","chr13",75000001,75050000,1,0.373,0,0.165510663958825
"chr13_1501","chr13",75050001,75100000,1,0.372,0,0.165818266943641
"chr13_1502","chr13",75100001,75150000,1,0.369,4,0.172049507075258
"chr13_1503","chr13",75150001,75200000,1,0.371,0,0.166560537194764
"chr13_1504","chr13",75200001,75250000,1,0.372,0,0.168021845998369
"chr13_1505","chr13",75250001,75300000,1,0.38,0,0.16459782493231
"chr13_1506","chr13",75300001,75350000,1,0.394,0,0.165088347201482
"chr13_1507","chr13",75350001,75400000,1,0.374,0,0.169615282781359
"chr13_1508","chr13",75400001,75450000,1,0.369,0,0.173301003602769
"chr13_1509","chr13",75450001,75500000,1,0.365,0,0.167296315993993
"chr13_1510","chr13",75500001,75550000,1,0.363,0,0.165681444234794
"chr13_1511","chr13",75550001,75600000,1,0.376,0,0.165287188614401
"chr13_1512","chr13",75600001,75650000,1,0.369,0,0.16936134485442
"chr13_1513","chr13",75650001,75700000,1,0.367,0,0.167493945532075
"chr13_1514","chr13",75700001,75750000,1,0.383,0,0.169813039534843
"chr13_1515","chr13",75750001,75800000,1,0.396,0,0.169698798503897
"chr13_1516","chr13",75800001,75850000,1,0.405,1,0.168661060125338
"chr13_1517","chr13",75850001,75900000,1,0.366,12,0.170794842597793
"chr13_1518","chr13",75900001,75950000,1,0.386,9,0.171146958046301
"chr13_1519","chr13",75950001,76000000,1,0.382,0,0.172793955590097
"chr13_1520","chr13",76000001,76050000,1,0.383,0,0.169836081761132
"chr13_1521","chr13",76050001,76100000,1,0.417,2,0.181491388656442
"chr13_1522","chr13",76100001,76150000,1,0.385,11,0.187594785895404
"chr13_1523","chr13",76150001,76200000,1,0.358,5,0.171161613775858
"chr13_1524","chr13",76200001,76250000,1,0.402,1,0.174498659359186
"chr13_1525","chr13",76250001,76300000,1,0.388,1,0.174387633288423
"chr13_1526","chr13",76300001,76350000,1,0.381,5,0.172575051643894
"chr13_1527","chr13",76350001,76400000,1,0.384,11,0.167931605015193
"chr13_1528","chr13",76400001,76450000,1,0.385,21,0.176562211195809
"chr13_1529","chr13",76450001,76500000,1,0.379,1,0.165533532135257
"chr13_1530","chr13",76500001,76550000,1,0.369,0,0.165790508100549
"chr13_1531","chr13",76550001,76600000,1,0.359,0,0.162601997856065
"chr13_1532","chr13",76600001,76650000,1,0.354,0,0.172505228320262
"chr13_1533","chr13",76650001,76700000,1,0.355,0,0.166849203996673
"chr13_1534","chr13",76700001,76750000,1,0.366,0,0.163724554586465
"chr13_1535","chr13",76750001,76800000,1,0.373,0,0.165511162673168
"chr13_1536","chr13",76800001,76850000,1,0.371,0,0.166330067097131
"chr13_1537","chr13",76850001,76900000,1,0.357,0,0.167676736213831
"chr13_1538","chr13",76900001,76950000,1,0.366,0,0.171761643767555
"chr13_1539","chr13",76950001,77000000,1,0.364,0,0.169582206134443
"chr13_1540","chr13",77000001,77050000,1,0.36,0,0.176334022119665
"chr13_1541","chr13",77050001,77100000,1,0.367,0,0.16893206802666
"chr13_1542","chr13",77100001,77150000,1,0.367,0,0.166082438747786
"chr13_1543","chr13",77150001,77200000,1,0.383,0,0.174516482725615
"chr13_1544","chr13",77200001,77250000,1,0.383,0,0.175929164185972
"chr13_1545","chr13",77250001,77300000,1,0.393,0,0.17803977556713
"chr13_1546","chr13",77300001,77350000,1,0.399,0,0.192682085964673
"chr13_1547","chr13",77350001,77400000,1,0.397,0,0.184665774445862
"chr13_1548","chr13",77400001,77450000,1,0.386,0,0.171924653635559
"chr13_1549","chr13",77450001,77500000,1,0.414,3,0.182597788882857
"chr13_1550","chr13",77500001,77550000,1,0.419,1,0.177824558428847
"chr13_1551","chr13",77550001,77600000,1,0.398,9,0.182968217192557
"chr13_1552","chr13",77600001,77650000,1,0.391,16,0.18450151882388
"chr13_1553","chr13",77650001,77700000,1,0.344,18,0.176708929749607
"chr13_1554","chr13",77700001,77750000,1,0.354,17,0.173969483605458
"chr13_1555","chr13",77750001,77800000,1,0.359,18,0.176713572244002
"chr13_1556","chr13",77800001,77850000,1,0.342,15,0.171613676385362
"chr13_1557","chr13",77850001,77900000,1,0.373,3,0.181335992442019
"chr13_1558","chr13",77900001,77950000,1,0.398,1,0.187488199150711
"chr13_1559","chr13",77950001,78000000,1,0.371,0,0.173399743659759
"chr13_1560","chr13",78000001,78050000,1,0.384,0,0.177041646489146
"chr13_1561","chr13",78050001,78100000,1,0.388,0,0.176105472175119
"chr13_1562","chr13",78100001,78150000,1,0.391,9,0.170496814160042
"chr13_1563","chr13",78150001,78200000,1,0.38,19,0.16435104847583
"chr13_1564","chr13",78200001,78250000,1,0.384,7,0.169315797128649
"chr13_1565","chr13",78250001,78300000,1,0.373,4,0.175448805508329
"chr13_1566","chr13",78300001,78350000,1,0.371,7,0.175204961418961
"chr13_1567","chr13",78350001,78400000,1,0.383,1,0.173434732177687
"chr13_1568","chr13",78400001,78450000,1,0.366,5,0.169993226068559
"chr13_1569","chr13",78450001,78500000,1,0.372,10,0.166204305759452
"chr13_1570","chr13",78500001,78550000,1,0.384,1,0.169397022235369
"chr13_1571","chr13",78550001,78600000,1,0.367,3,0.168974064104886
"chr13_1572","chr13",78600001,78650000,1,0.38,1,0.169881925915217
"chr13_1573","chr13",78650001,78700000,1,0.362,0,0.175683688377096
"chr13_1574","chr13",78700001,78750000,1,0.363,0,0.166430479729496
"chr13_1575","chr13",78750001,78800000,1,0.354,1,0.159637830448279
"chr13_1576","chr13",78800001,78850000,1,0.345,1,0.157610988332078
"chr13_1577","chr13",78850001,78900000,1,0.361,0,0.160722288745915
"chr13_1578","chr13",78900001,78950000,1,0.363,0,0.165368015307219
"chr13_1579","chr13",78950001,79000000,1,0.38,0,0.169434971417513
"chr13_1580","chr13",79000001,79050000,1,0.373,0,0.168520295703388
"chr13_1581","chr13",79050001,79100000,1,0.374,0,0.170467598511977
"chr13_1582","chr13",79100001,79150000,1,0.377,0,0.167808068922236
"chr13_1583","chr13",79150001,79200000,1,0.417,8,0.17971271858296
"chr13_1584","chr13",79200001,79250000,1,0.395,6,0.180856685255057
"chr13_1585","chr13",79250001,79300000,1,0.37,0,0.16413322478225
"chr13_1586","chr13",79300001,79350000,1,0.385,0,0.160929596676821
"chr13_1587","chr13",79350001,79400000,1,0.357,0,0.159414940590239
"chr13_1588","chr13",79400001,79450000,1,0.387,1,0.166912409115347
"chr13_1589","chr13",79450001,79500000,1,0.376,0,0.164877145823005
"chr13_1590","chr13",79500001,79550000,1,0.381,0,0.167130944318262
"chr13_1591","chr13",79550001,79600000,1,0.373,0,0.165623763600791
"chr13_1592","chr13",79600001,79650000,1,0.375,0,0.165794983481105
"chr13_1593","chr13",79650001,79700000,1,0.377,0,0.164437203258778
"chr13_1594","chr13",79700001,79750000,1,0.362,0,0.165593920978677
"chr13_1595","chr13",79750001,79800000,1,0.382,0,0.166157507822144
"chr13_1596","chr13",79800001,79850000,1,0.398,1,0.165635494041007
"chr13_1597","chr13",79850001,79900000,1,0.371,3,0.170852729662559
"chr13_1598","chr13",79900001,79950000,1,0.338,18,0.174041546134767
"chr13_1599","chr13",79950001,80000000,1,0.372,12,0.183901703003508
"chr13_1600","chr13",80000001,80050000,1,0.375,0,0.167794620613778
"chr13_1601","chr13",80050001,80100000,1,0.368,4,0.172432330513322
"chr13_1602","chr13",80100001,80150000,1,0.361,7,0.166194503346081
"chr13_1603","chr13",80150001,80200000,1,0.399,0,0.172238137720115
"chr13_1604","chr13",80200001,80250000,1,0.377,1,0.165741653277581
"chr13_1605","chr13",80250001,80300000,1,0.363,0,0.165920129340263
"chr13_1606","chr13",80300001,80350000,1,0.374,0,0.169266457443157
"chr13_1607","chr13",80350001,80400000,1,0.394,0,0.179914527538532
"chr13_1608","chr13",80400001,80450000,1,0.393,1,0.179469300344336
"chr13_1609","chr13",80450001,80500000,1,0.388,5,0.179500543160512
"chr13_1610","chr13",80500001,80550000,1,0.384,0,0.175245572504471
"chr13_1611","chr13",80550001,80600000,1,0.372,0,0.170056110335311
"chr13_1612","chr13",80600001,80650000,1,0.395,0,0.17808390670768
"chr13_1613","chr13",80650001,80700000,1,0.368,0,0.167116429395907
"chr13_1614","chr13",80700001,80750000,1,0.392,0,0.173797226523091
"chr13_1615","chr13",80750001,80800000,1,0.401,0,0.171975212504808
"chr13_1616","chr13",80800001,80850000,1,0.383,0,0.176305095109224
"chr13_1617","chr13",80850001,80900000,1,0.401,0,0.178761569551795
"chr13_1618","chr13",80900001,80950000,1,0.418,4,0.179506020965012
"chr13_1619","chr13",80950001,81000000,1,0.384,0,0.175893729614026
"chr13_1620","chr13",81000001,81050000,1,0.377,0,0.178255434226907
"chr13_1621","chr13",81050001,81100000,1,0.373,0,0.170043330290032
"chr13_1622","chr13",81100001,81150000,1,0.363,0,0.172443748121928
"chr13_1623","chr13",81150001,81200000,1,0.362,0,0.168677914099049
"chr13_1624","chr13",81200001,81250000,1,0.354,0,0.167052402557891
"chr13_1625","chr13",81250001,81300000,1,0.384,0,0.169416752602057
"chr13_1626","chr13",81300001,81350000,1,0.351,0,0.164861883634908
"chr13_1627","chr13",81350001,81400000,1,0.34,0,0.161384955436508
"chr13_1628","chr13",81400001,81450000,1,0.357,0,0.169098688952817
"chr13_1629","chr13",81450001,81500000,1,0.348,0,0.164946268097096
"chr13_1630","chr13",81500001,81550000,1,0.328,0,0.160183429641694
"chr13_1631","chr13",81550001,81600000,1,0.377,0,0.172985871959238
"chr13_1632","chr13",81600001,81650000,1,0.356,0,0.164559548814898
"chr13_1633","chr13",81650001,81700000,1,0.343,0,0.162021438404181
"chr13_1634","chr13",81700001,81750000,1,0.35,0,0.163523880117827
"chr13_1635","chr13",81750001,81800000,1,0.36,0,0.168224407136364
"chr13_1636","chr13",81800001,81850000,1,0.334,0,0.164403437993213
"chr13_1637","chr13",81850001,81900000,1,0.364,0,0.171290783524746
"chr13_1638","chr13",81900001,81950000,1,0.365,0,0.168004869461146
"chr13_1639","chr13",81950001,82000000,1,0.337,0,0.165128668936436
"chr13_1640","chr13",82000001,82050000,1,0.351,0,0.168089766100387
"chr13_1641","chr13",82050001,82100000,1,0.344,0,0.162045870042097
"chr13_1642","chr13",82100001,82150000,1,0.355,0,0.170773514282416
"chr13_1643","chr13",82150001,82200000,1,0.333,0,0.15987229679508
"chr13_1644","chr13",82200001,82250000,1,0.342,0,0.171010209578592
"chr13_1645","chr13",82250001,82300000,1,0.339,0,0.162376250854471
"chr13_1646","chr13",82300001,82350000,1,0.361,0,0.170317266881578
"chr13_1647","chr13",82350001,82400000,1,0.333,0,0.166237266224615
"chr13_1648","chr13",82400001,82450000,1,0.358,0,0.169559022694782
"chr13_1649","chr13",82450001,82500000,1,0.348,0,0.167722116527116
"chr13_1650","chr13",82500001,82550000,1,0.333,0,0.165016159229751
"chr13_1651","chr13",82550001,82600000,1,0.335,0,0.166820324951462
"chr13_1652","chr13",82600001,82650000,1,0.356,0,0.169608402901795
"chr13_1653","chr13",82650001,82700000,1,0.341,0,0.166072700081016
"chr13_1654","chr13",82700001,82750000,1,0.34,0,0.167416292923563
"chr13_1655","chr13",82750001,82800000,1,0.339,0,0.165330134924085
"chr13_1656","chr13",82800001,82850000,1,0.359,0,0.168748840901895
"chr13_1657","chr13",82850001,82900000,1,0.356,0,0.165213054760391
"chr13_1658","chr13",82900001,82950000,1,0.337,0,0.157886974227238
"chr13_1659","chr13",82950001,83000000,1,0.35,0,0.167815303512477
"chr13_1660","chr13",83000001,83050000,0,0.333,0,0.161378957136237
"chr13_1661","chr13",83050001,83100000,1,0.331,0,0.16664667234223
"chr13_1662","chr13",83100001,83150000,0,0.329,0,0.162824205531885
"chr13_1663","chr13",83150001,83200000,0,0.327,0,0.1637347822215
"chr13_1664","chr13",83200001,83250000,1,0.333,0,0.160567787215253
"chr13_1665","chr13",83250001,83300000,1,0.335,0,0.162562835979178
"chr13_1666","chr13",83300001,83350000,1,0.345,0,0.168236474802227
"chr13_1667","chr13",83350001,83400000,1,0.36,0,0.167612683452589
"chr13_1668","chr13",83400001,83450000,1,0.337,0,0.166004862931672
"chr13_1669","chr13",83450001,83500000,1,0.347,0,0.164263658384237
"chr13_1670","chr13",83500001,83550000,1,0.36,0,0.166336616747931
"chr13_1671","chr13",83550001,83600000,0,0.344,0,0.161784773890817
"chr13_1672","chr13",83600001,83650000,1,0.326,0,0.16102564502346
"chr13_1673","chr13",83650001,83700000,1,0.339,0,0.160048536064436
"chr13_1674","chr13",83700001,83750000,1,0.337,0,0.162672076736093
"chr13_1675","chr13",83750001,83800000,1,0.342,0,0.164299289389708
"chr13_1676","chr13",83800001,83850000,1,0.345,0,0.166943553763284
"chr13_1677","chr13",83850001,83900000,1,0.337,0,0.162505927308152
"chr13_1678","chr13",83900001,83950000,1,0.352,0,0.168133737746841
"chr13_1679","chr13",83950001,84000000,1,0.34,0,0.164001210717003
"chr13_1680","chr13",84000001,84050000,1,0.349,0,0.167868927533635
"chr13_1681","chr13",84050001,84100000,1,0.34,0,0.163703750247342
"chr13_1682","chr13",84100001,84150000,0,0.342,0,0.163682794016002
"chr13_1683","chr13",84150001,84200000,1,0.358,0,0.16824492785933
"chr13_1684","chr13",84200001,84250000,1,0.366,0,0.171097419870469
"chr13_1685","chr13",84250001,84300000,1,0.346,0,0.163453232490275
"chr13_1686","chr13",84300001,84350000,1,0.352,0,0.166550001717758
"chr13_1687","chr13",84350001,84400000,1,0.343,0,0.164976742860177
"chr13_1688","chr13",84400001,84450000,1,0.33,0,0.158071949602122
"chr13_1689","chr13",84450001,84500000,1,0.372,1,0.162338252063509
"chr13_1690","chr13",84500001,84550000,1,0.355,0,0.169617403788172
"chr13_1691","chr13",84550001,84600000,1,0.348,0,0.160201017776854
"chr13_1692","chr13",84600001,84650000,1,0.335,0,0.159054296886881
"chr13_1693","chr13",84650001,84700000,1,0.342,0,0.158205265003701
"chr13_1694","chr13",84700001,84750000,1,0.367,0,0.169417106869614
"chr13_1695","chr13",84750001,84800000,1,0.344,0,0.165594089564238
"chr13_1696","chr13",84800001,84850000,1,0.339,0,0.163699796325653
"chr13_1697","chr13",84850001,84900000,1,0.334,0,0.160835165027058
"chr13_1698","chr13",84900001,84950000,1,0.343,0,0.163858505436507
"chr13_1699","chr13",84950001,85000000,1,0.36,0,0.16953991880523
"chr13_1700","chr13",85000001,85050000,1,0.351,0,0.168252981248226
"chr13_1701","chr13",85050001,85100000,1,0.346,0,0.167606792143954
"chr13_1702","chr13",85100001,85150000,1,0.345,0,0.166025568199376
"chr13_1703","chr13",85150001,85200000,1,0.349,0,0.163297913116513
"chr13_1704","chr13",85200001,85250000,1,0.341,0,0.165992889815886
"chr13_1705","chr13",85250001,85300000,1,0.34,0,0.163878688076576
"chr13_1706","chr13",85300001,85350000,1,0.334,0,0.165609215532784
"chr13_1707","chr13",85350001,85400000,1,0.355,0,0.164070004326747
"chr13_1708","chr13",85400001,85450000,1,0.347,0,0.163735169294754
"chr13_1709","chr13",85450001,85500000,1,0.362,0,0.165102621500779
"chr13_1710","chr13",85500001,85550000,1,0.347,0,0.161114497987998
"chr13_1711","chr13",85550001,85600000,0,0.333,0,0.160883677275681
"chr13_1712","chr13",85600001,85650000,1,0.342,0,0.160899944681844
"chr13_1713","chr13",85650001,85700000,1,0.36,0,0.166196433127734
"chr13_1714","chr13",85700001,85750000,1,0.354,0,0.166936097622734
"chr13_1715","chr13",85750001,85800000,1,0.371,0,0.169327971174835
"chr13_1716","chr13",85800001,85850000,1,0.345,0,0.166677623568352
"chr13_1717","chr13",85850001,85900000,1,0.33,0,0.161099426118925
"chr13_1718","chr13",85900001,85950000,1,0.358,0,0.170766925386237
"chr13_1719","chr13",85950001,86000000,1,0.351,0,0.166813826821272
"chr13_1720","chr13",86000001,86050000,1,0.354,0,0.164705798411916
"chr13_1721","chr13",86050001,86100000,1,0.357,0,0.164502811642581
"chr13_1722","chr13",86100001,86150000,1,0.354,0,0.166606324636303
"chr13_1723","chr13",86150001,86200000,1,0.361,0,0.163961245848754
"chr13_1724","chr13",86200001,86250000,1,0.347,0,0.168778904506665
"chr13_1725","chr13",86250001,86300000,1,0.347,0,0.165181132872751
"chr13_1726","chr13",86300001,86350000,1,0.338,0,0.158886425597499
"chr13_1727","chr13",86350001,86400000,1,0.333,3,0.159266130925681
"chr13_1728","chr13",86400001,86450000,1,0.349,0,0.162899103352743
"chr13_1729","chr13",86450001,86500000,0,0.348,0,0.166264585889954
"chr13_1730","chr13",86500001,86550000,1,0.349,0,0.167672777130049
"chr13_1731","chr13",86550001,86600000,1,0.323,0,0.164562959902115
"chr13_1732","chr13",86600001,86650000,1,0.351,0,0.171139785043787
"chr13_1733","chr13",86650001,86700000,1,0.338,0,0.172322093289529
"chr13_1734","chr13",86700001,86750000,0,0.322,0,0.159606645376063
"chr13_1735","chr13",86750001,86800000,0,0.379,0,0.169521355495381
"chr13_1736","chr13",86800001,86850000,0,0,0,NA
"chr13_1737","chr13",86850001,86900000,0,0,0,NA
"chr13_1738","chr13",86900001,86950000,0,0.34,0,0.169942390209566
"chr13_1739","chr13",86950001,87000000,1,0.338,0,0.166140884860765
"chr13_1740","chr13",87000001,87050000,1,0.363,0,0.171825464288889
"chr13_1741","chr13",87050001,87100000,1,0.34,0,0.169349230892864
"chr13_1742","chr13",87100001,87150000,0,0.334,0,0.162497450250334
"chr13_1743","chr13",87150001,87200000,1,0.331,0,0.165699237838082
"chr13_1744","chr13",87200001,87250000,0,0.344,0,0.167445952065949
"chr13_1745","chr13",87250001,87300000,1,0.337,0,0.163435354265965
"chr13_1746","chr13",87300001,87350000,1,0.353,0,0.171244661060861
"chr13_1747","chr13",87350001,87400000,1,0.34,0,0.169793629094738
"chr13_1748","chr13",87400001,87450000,1,0.368,0,0.167462843620636
"chr13_1749","chr13",87450001,87500000,1,0.364,0,0.17252744182821
"chr13_1750","chr13",87500001,87550000,1,0.352,0,0.167283723834545
"chr13_1751","chr13",87550001,87600000,1,0.343,0,0.165434072598097
"chr13_1752","chr13",87600001,87650000,1,0.326,0,0.160405250400896
"chr13_1753","chr13",87650001,87700000,1,0.349,0,0.165448618957511
"chr13_1754","chr13",87700001,87750000,1,0.332,0,0.159083690370536
"chr13_1755","chr13",87750001,87800000,1,0.333,0,0.164941556296649
"chr13_1756","chr13",87800001,87850000,1,0.348,0,0.164893487877778
"chr13_1757","chr13",87850001,87900000,1,0.333,0,0.168981889436419
"chr13_1758","chr13",87900001,87950000,1,0.335,0,0.166250743920256
"chr13_1759","chr13",87950001,88000000,1,0.357,0,0.167606175265038
"chr13_1760","chr13",88000001,88050000,1,0.358,0,0.16908485139866
"chr13_1761","chr13",88050001,88100000,1,0.339,2,0.167294377276102
"chr13_1762","chr13",88100001,88150000,0,0.322,2,0.162984792260701
"chr13_1763","chr13",88150001,88200000,1,0.349,1,0.169866165671576
"chr13_1764","chr13",88200001,88250000,1,0.349,0,0.166606444944456
"chr13_1765","chr13",88250001,88300000,1,0.327,1,0.165128089953191
"chr13_1766","chr13",88300001,88350000,0,0.348,6,0.161452455532498
"chr13_1767","chr13",88350001,88400000,1,0.34,0,0.16436298257999
"chr13_1768","chr13",88400001,88450000,1,0.346,0,0.16204569740441
"chr13_1769","chr13",88450001,88500000,1,0.339,0,0.162509829372395
"chr13_1770","chr13",88500001,88550000,1,0.357,0,0.166720963090045
"chr13_1771","chr13",88550001,88600000,1,0.335,0,0.161791523824278
"chr13_1772","chr13",88600001,88650000,1,0.34,0,0.162280911941458
"chr13_1773","chr13",88650001,88700000,1,0.347,0,0.165823723304899
"chr13_1774","chr13",88700001,88750000,1,0.343,0,0.168311711581625
"chr13_1775","chr13",88750001,88800000,1,0.36,0,0.168135446433159
"chr13_1776","chr13",88800001,88850000,1,0.369,0,0.167129621537484
"chr13_1777","chr13",88850001,88900000,1,0.339,0,0.165114491057472
"chr13_1778","chr13",88900001,88950000,1,0.356,0,0.163568230063544
"chr13_1779","chr13",88950001,89000000,1,0.345,0,0.160829750719774
"chr13_1780","chr13",89000001,89050000,1,0.337,0,0.167582055425708
"chr13_1781","chr13",89050001,89100000,1,0.354,0,0.170141996881779
